Family;Genus;spName;DensiteBois;logSLA;Hauteur;MasseGraine
Melastomataceae;Miconia;Miconia_acuminata;0,6581500000;2,34882085906785;20;1
Melastomataceae;Miconia;Miconia_fragilis;0,5758000000;2,62987024449142;18;1
Melastomataceae;Miconia;Miconia_punctata;0,5724200000;1,97622331393112;50;1
Melastomataceae;Miconia;Miconia_sp.2;0,5749400000;2,51300208241363;52;1
Melastomataceae;Miconia;Miconia_sp.B1;0,5200000000;2,84476124664411;50;1
Melastomataceae;Miconia;Miconia_sp.B2;0,5723600000;2,41943350592438;50;1
Melastomataceae;Miconia;Miconia_sp.B3;0,5867450000;2,66452086422699;53;1
Melastomataceae;Miconia;Miconia_tschudyoides;0,5293000000;2,48522017855683;10;1
Melastomataceae;Mouriri;Mouriri_crassifolia;0,7740000000;1,83591038424495;35;3
Melastomataceae;Mouriri;Mouriri_huberi;0,6975000000;1,97013643518456;30;3
Melastomataceae;Mouriri;Mouriri_sagotiana;0,7900000000;2,43370165951989;50;3
Meliaceae;Carapa;Carapa_procera;0,5639500000;2,28873214471511;41;5
Meliaceae;Guarea;Guarea_costata;0,7100000000;2,86976365331117;50;3
Meliaceae;Guarea;Guarea_grandifolia;0,5577800000;2,34893751812043;53;4
Meliaceae;Guarea;Guarea_guidonia;0,7200000000;2,55943970165057;52;4
Meliaceae;Guarea;Guarea_scabra;0,5818000000;2,85930745341655;50;4
Meliaceae;Guarea;Guarea_silvatica;0,6779500000;2,81946352618833;10;2
Meliaceae;Trichilia;Trichilia_cipo;0,7611000000;2,62368316236567;50;4
Meliaceae;Trichilia;Trichilia_euneura;0,5764000000;2,51549636298252;10;3
Meliaceae;Trichilia;Trichilia_micrantha;0,6257100000;2,93535813063731;20;3
Meliaceae;Trichilia;Trichilia_pallida;0,5559500000;2,78310418680837;10;3
Meliaceae;Trichilia;Trichilia_schomburgkii;0,7200000000;2,26670853560807;20;4
Meliaceae;Trichilia;Trichilia_surinamensis;0,7038500000;2,50432894057508;52;3
Monimiaceae;Siparuna;Siparuna_cristata;0,6671000000;2,47140101668939;50;3
Monimiaceae;Siparuna;Siparuna_decipiens;0,5986000000;2,68378820739271;18;3
Monimiaceae;Siparuna;Siparuna_pachyantha;0,6439000000;2,25238481159904;50;3
Moraceae;Bagassa;Bagassa_guianensis;0,6216000000;2,22915031187717;45;1
Moraceae;Brosimum;Brosimum_guianense;0,7166000000;2,39099605033810;45;3
Moraceae;Brosimum;Brosimum_rubescens;0,6191500000;2,50532365568855;32;4
Moraceae;Brosimum;Brosimum_utile;0,6157000000;2,25224623822643;50;4
Moraceae;Ficus;Ficus_sp.B1;0,9387000000;1,96829626335378;52;4
Moraceae;Ficus;Ficus_sp.B2;0,4282600000;2,53589820125182;10;1
Moraceae;Helicostylis;Helicostylis_pedunculata;0,5437500000;2,41452708783319;25;3
Moraceae;Helicostylis;Helicostylis_tomentosa;0,6300000000;2,19675712378090;30;3
Moraceae;Maquira;Maquira_calophylla;0,7466500000;2,14999720513172;50;3
Moraceae;Maquira;Maquira_guianensis;0,6904300000;2,48765013573375;30;3
Moraceae;Naucleopsis;Naucleopsis_guianensis;0,5483450000;2,56386300060241;20;3
Moraceae;Perebea;Perebea_guianensis;0,6011000000;2,53639042641366;53;3
Moraceae;Perebea;Perebea_rubra;0,5986000000;2,56131853226649;30;3
Moraceae;Trymatococcus;Trymatococcus_amazonicus;0,5505000000;2,58202868899679;30;3
Moraceae;Trymatococcus;Trymatococcus_oligandrus;0,5560500000;2,66329390024315;20;3
Myristicaceae;Iryanthera;Iryanthera_hostmannii;0,6300000000;2,36546661292399;13;4
Myristicaceae;Iryanthera;Iryanthera_sagotiana;0,5829000000;2,40801642767389;31;4
Myristicaceae;Osteophloeum;Osteophloeum_platyspermum;0,4336350000;2,43224153641302;10;1
Myristicaceae;Virola;Virola_kwatae;0,4338850000;2,52544338773682;10;4
Myristicaceae;Virola;Virola_michelii;0,5400000000;2,35590448800559;41;4
Myristicaceae;Virola;Virola_multicostata;0,4380000000;2,34955270674597;10;4
Myrtaceae;Calyptranthes;Calyptranthes_speciosa;0,8137400000;2,58200782811642;53;4
Myrtaceae;Eugenia;Eugenia_coffeifolia;0,7899000000;2,59548910942698;25;3
Myrtaceae;Eugenia;Eugenia_cucullata;0,6908000000;1,68346691124129;50;3
Myrtaceae;Eugenia;Eugenia_cupulata;0,5226007480;1,85832941426069;50;3
Myrtaceae;Eugenia;Eugenia_feijoi;0,7487000000;2,49112881734409;50;4
Myrtaceae;Eugenia;Eugenia_macrocalyx;0,7795500000;2,55815251160973;25;4
Myrtaceae;Eugenia;Eugenia_patrisii;0,7393500000;2,82867818889083;15;3
Myrtaceae;Eugenia;Eugenia_pseudopsidium;0,6951600000;2,44810090548871;25;3
Myrtaceae;Eugenia;Eugenia_sp.B1;0,6800000000;2,19963006560728;52;4
Myrtaceae;Eugenia;Eugenia_sp.FG14;0,7841000000;2,23678109216124;50;4
Myrtaceae;Eugenia;Eugenia_sp.FG20;0,8110000000;1,74809314205849;50;4
Myrtaceae;Eugenia;Eugenia_sp.FG21;0,7212000000;2,40801642767389;50;3
Myrtaceae;Eugenia;Eugenia_sp.FG6;0,6149000000;2,02291107134561;50;3
Myrtaceae;Eugenia;Eugenia_tapacumensis;0,7200000000;2,07567994440441;52;4
Myrtaceae;Eugenia;Eugenia_tetramera;0,7604000000;2,40265224526328;25;3
Myrtaceae;Myrcia;Myrcia_decorticans;0,7536000000;2,22903122879229;30;3
Myrtaceae;Myrcia;Myrcia_deflexa;0,6824400000;1,78997727942669;50;3
Myrtaceae;Myrcia;Myrcia_fallax;0,6324800000;2,57350768945773;53;3
Myrtaceae;Myrcia;Myrcia_magnoliifolia;0,6162000000;2,03853853116672;50;3
Myrtaceae;Myrcia;Myrcia_sp.B1;0,6851211070;2,66633174753492;50;3
Myrtaceae;Myrciaria;Myrciaria_floribunda;0,7128000000;2,82139503291090;25;3
Myrtaceae;MyrtaceaeIND;MyrtaceaeIND_sp.B10;0,7349000000;1,92117054287956;50;3
Myrtaceae;MyrtaceaeIND;MyrtaceaeIND_sp.FG1;0,7419900000;2,84928895685932;50;3
Myrtaceae;MyrtaceaeIND;MyrtaceaeIND_sp.FG2;0,7322000000;2,43641356711355;53;3
Myrtaceae;Plinia;Plinia_rivularis;0,6852400000;2,32369598358936;50;4
Nyctaginaceae;Neea;Neea_floribunda;0,4076000000;2,60085334841969;18;3
Nyctaginaceae;Neea;Neea_sp.B1;0,3963000000;2,62306598880435;50;3
Nyctaginaceae;Neea;Neea_sp.B2;0,4751000000;2,24678220810052;53;3
Nyctaginaceae;Neea;Neea_sp.B3;0,5349000000;3,00950653775199;50;3
Nyctaginaceae;Neea;Neea_sp.B4;0,4855300000;3,26340835742153;50;3
Nyctaginaceae;NyctaginaceaeIND;NyctaginaceaeIND_sp.5DS;0,6583000000;2,64249375911384;50;4
Ochnaceae;Ouratea;Ouratea_melinonii;0,6800000000;2,62070330993396;24;3
Olacaceae;Cathedra;Cathedra_acuminata;0,6869300000;2,32494869258227;53;4
Olacaceae;Chaunochiton;Chaunochiton_kappleri;0,4456150000;2,54042002037982;32;3
Olacaceae;Dulacia;Dulacia_guianensis;0,6367100000;2,41174435680535;53;4
Olacaceae;Heisteria;Heisteria_densifrons;0,8363000000;2,57595864296991;16;3
Olacaceae;Minquartia;Minquartia_guianensis;0,6794000000;2,50229007133624;37;4
Olacaceae;Ptychopetalum;Ptychopetalum_olacoides;0,6667500000;2,59507857040487;53;4
Opiliaceae;Agonandra;Agonandra_silvatica;0,6649000000;2,67082948861560;40;4
Polygalaceae;Moutabea;Moutabea_guianensis;0,7768700000;2,62786006021951;50;4
Polygonaceae;Coccoloba;Coccoloba_mollis;0,6500000000;2,49539665688499;30;3
Quiinaceae;Lacunaria;Lacunaria_crenata;0,8040500000;2,47060572742627;23;3
Quiinaceae;Lacunaria;Lacunaria_jenmanii;0,7847500000;1,87413108401211;50;3
Quiinaceae;Quiina;Quiina_guianensis;0,8431000000;2,83501714931490;10;2
Quiinaceae;Quiina;Quiina_obovata;0,7658600000;2,34396654744444;15;3
Quiinaceae;Quiina;Quiina_sp.B1;0,7420200000;2,23767495871037;50;3
Quiinaceae;Touroulia;Touroulia_guianensis;0,7165000000;2,94694210938456;30;3
Rhabdodendraceae;Rhabdodendron;Rhabdodendron_amazonicum;0,5558700000;2,37271639027590;10;3
Rhizophoraceae;Cassipourea;Cassipourea_guianensis;0,6100000000;2,59910221025808;25;2
Rubiaceae;Amaioua;Amaioua_corymbosa;0,5833850000;2,75468092691912;50;1
Rubiaceae;Amaioua;Amaioua_guianensis;0,7484000000;2,58740756955952;11;2
Rubiaceae;Capirona;Capirona_decorticans;0,5443700000;2,37740257509923;10;1
Rubiaceae;Chimarrhis;Chimarrhis_turbinata;0,6140000000;2,55907867943008;35;1
Rubiaceae;Duroia;Duroia_aquatica;0,6308500000;2,54292064438738;15;1
Rubiaceae;Duroia;Duroia_eriopila;0,6950400000;2,38091015938843;15;1
Rubiaceae;Duroia;Duroia_longiflora;0,7592000000;2,18092619560310;53;1
Rubiaceae;Faramea;Faramea_pedunculata;0,6131000000;2,06792863532985;50;1
Rubiaceae;Ferdinandusa;Ferdinandusa_paraensis;0,5438150000;2,62924980552614;53;1
Rubiaceae;Guettarda;Guettarda_acreana;0,6083000000;2,94277186588947;10;2
Rubiaceae;Isertia;Isertia_spiciformis;0,7100000000;2,61968838501471;50;1
Rubiaceae;Palicourea;Palicourea_guianensis;0,5126500000;2,48613442602288;12;2
Rubiaceae;Posoqueria;Posoqueria_latifolia;0,6161000000;2,19397322098421;15;4
Rubiaceae;Psychotria;Psychotria_ficigemma;0,4825100000;2,77819417133833;53;1
Rubiaceae;Psychotria;Psychotria_mapourioides;0,3916000000;2,53465554232418;10;2
Rubiaceae;Stachyarrhena;Stachyarrhena_acuminata;0,6651550000;2,22398147056767;50;1
Rutaceae;Hortia;Hortia_excelsa;0,7952700000;2,32489445522153;50;4
Salicaceae;Casearia;Casearia_decandra;0,7150000000;2,67694064751756;50;1
Salicaceae;Casearia;Casearia_javitensis;0,7178500000;2,57378737161544;17;2
Salicaceae;Casearia;Casearia_sp.B4;0,6133700000;2,89732892657741;50;1
Salicaceae;Casearia;Casearia_sylvestris;0,7150000000;2,77245589115753;22;1
Salicaceae;Laetia;Laetia_procera;0,5750000000;2,25989501273592;30;2
Salicaceae;Xylosma;Xylosma_benthamii;0,7042000000;3,05628418131840;52;3
Sapindaceae;Allophylus;Allophylus_angustatus;0,6568000000;2,28294205396049;50;3
Sapindaceae;Allophylus;Allophylus_latifolius;0,6078400000;2,80795975273214;53;3
Sapindaceae;Cupania;Cupania_diphylla;0,8210000000;2,14595445818824;53;3
Sapindaceae;Cupania;Cupania_rubiginosa;0,7793000000;2,74567055394171;50;3
Sapindaceae;Cupania;Cupania_scrobiculata;0,7090500000;2,82684472042370;27;3
Sapindaceae;Cupania;Cupania_scrobiculatavar.guianensis;0,7400000000;2,41675854471081;50;3
Sapindaceae;Matayba;Matayba_inelegans;0,6222550000;2,66056244812057;50;2
Sapindaceae;Matayba;Matayba_laevigata;0,7543400000;2,50351548235947;50;2
Sapindaceae;Melicoccus;Melicoccus_pedicellaris;0,8019000000;2,77833574557346;53;2
Sapindaceae;SapindaceaeIND;SapindaceaeIND_sp.B1;0,8660500000;2,02339993986755;50;4
Sapindaceae;SapindaceaeIND;SapindaceaeIND_sp.B8;0,7300000000;2,93017802402979;52;2
Sapindaceae;Talisia;Talisia_clathrata;0,6656000000;2,71861370058372;50;4
Sapindaceae;Talisia;Talisia_hexaphylla;0,7559200000;2,17445801906098;30;3
Sapindaceae;Talisia;Talisia_microphylla;0,7531414965;2,35132166840638;25;4
Sapindaceae;Talisia;Talisia_praealta;0,7400000000;2,23704882563051;30;3
Sapindaceae;Talisia;Talisia_simaboides;0,7563000000;2,12124434459678;50;4
Sapindaceae;Talisia;Talisia_sp.B1;0,7050000000;2,49157276144870;53;4
Sapindaceae;Vouarana;Vouarana_guianensis;0,7509150000;2,87653692990467;53;2
Sapotaceae;Chrysophyllum;Chrysophyllum_argenteum;0,7816500000;2,55061362935274;20;3
Sapotaceae;Chrysophyllum;Chrysophyllum_cuneifolium;0,7555160495;2,41941781812977;15;4
Sapotaceae;Chrysophyllum;Chrysophyllum_eximium;0,7226000000;2,20704050596229;52;4
Sapotaceae;Chrysophyllum;Chrysophyllum_lucentifolium;0,6616000000;2,52032405828504;52;4
Sapotaceae;Chrysophyllum;Chrysophyllum_prieurii;0,7924000000;1,97378160561213;38;4
Sapotaceae;Chrysophyllum;Chrysophyllum_sanguinolentum;0,6037500000;1,93757749990533;40;4
Sapotaceae;Chrysophyllum;Chrysophyllum_sp.B1;0,5308000000;2,44575871419015;12;3
Sapotaceae;Diploon;Diploon_cuspidatum;0,7245000000;2,48448832725523;52;3
Sapotaceae;Ecclinusa;Ecclinusa_lanceolata;0,6037700000;2,04064709794473;10;4
Sapotaceae;Ecclinusa;Ecclinusa_ramiflora;0,5975500000;2,49112117490505;30;4
Sapotaceae;Elaeoluma;Elaeoluma_nuda;0,6360000000;2,15086454802008;50;4
Sapotaceae;Elaeoluma;Elaeoluma_sp.B1;0,6583000000;2,14640724847502;53;4
Sapotaceae;Manilkara;Manilkara_bidentata;0,7323000000;1,95402811715776;50;4
Sapotaceae;Manilkara;Manilkara_huberi;0,7309000000;1,66653750447467;50;4
Sapotaceae;Micropholis;Micropholis_cayennensis;0,6207550000;1,69124102191545;50;3
Sapotaceae;Micropholis;Micropholis_egensis;0,6188000000;2,10117255773526;40;3
Sapotaceae;Micropholis;Micropholis_guyanensis;0,6439000000;2,21297520944002;42;4
Sapotaceae;Micropholis;Micropholis_longipedicellata;0,5738500000;2,70015114266392;50;3
Sapotaceae;Micropholis;Micropholis_melinoniana;0,5300000000;2,33919483860661;52;4
Sapotaceae;Micropholis;Micropholis_mensalis;0,5475500000;2,06729609040570;12;3
Sapotaceae;Micropholis;Micropholis_obscura;0,6989500000;1,81964578996960;44;4
Sapotaceae;Micropholis;Micropholis_porphyrocarpa;0,6325000000;2,23269101011204;10;3
Sapotaceae;Micropholis;Micropholis_sanctae-rosae;0,6747550000;2,41711682540526;10;3
Sapotaceae;Micropholis;Micropholis_sp.B2;0,6529000000;2,06060287688980;50;4
Sapotaceae;Micropholis;Micropholis_sp.B3;0,6794000000;1,90596810023217;50;3
Sapotaceae;Micropholis;Micropholis_venulosa;0,5796000000;2,65551181379534;40;3
Sapotaceae;Pouteria;Pouteria_ambelaniifolia;0,8065000000;1,84926396370825;30;4
Sapotaceae;Pouteria;Pouteria_bangii;0,7933000000;2,02723850039013;50;4
Sapotaceae;Pouteria;Pouteria_benai;0,6589000000;2,57287542273396;52;4
Sapotaceae;Pouteria;Pouteria_bilocularis;0,7479500000;2,14814864219871;32;4
Sapotaceae;Pouteria;Pouteria_cladantha;0,8275000000;2,14582684975971;52;4
Sapotaceae;Pouteria;Pouteria_cuspidata;0,8021413135;2,35037658857923;53;4
Sapotaceae;Pouteria;Pouteria_decorticans;0,8069500000;2,16096025367425;53;4
Sapotaceae;Pouteria;Pouteria_durlandii;0,6859800000;2,00027407021583;53;4
Sapotaceae;Pouteria;Pouteria_egregia;0,7268350000;2,11006158351848;43;4
Sapotaceae;Pouteria;Pouteria_engleri;0,6529100000;2,34374421844254;35;3
Sapotaceae;Pouteria;Pouteria_eugeniifolia;0,7478000000;2,02699222803543;41;4
Sapotaceae;Pouteria;Pouteria_filipes;0,7317000000;2,46963917765721;50;4
Sapotaceae;Pouteria;Pouteria_fimbriata;0,7963000000;2,95311851288616;35;4
Sapotaceae;Pouteria;Pouteria_flavilatex;0,6671100000;2,52883749241665;52;5
Sapotaceae;Pouteria;Pouteria_glomerata;0,8411214950;1,99508629374591;52;4
Sapotaceae;Pouteria;Pouteria_gonggrijpii;0,6900601940;2,19335274044737;28;4
Sapotaceae;Pouteria;Pouteria_grandis;0,6544000000;1,76733392299658;44;5
Sapotaceae;Pouteria;Pouteria_guianensis;0,7819000000;1,93424215126161;35;4
Sapotaceae;Pouteria;Pouteria_hispida;0,7738000000;2,70168990961546;36;4
Sapotaceae;Pouteria;Pouteria_IND;0,7421100000;2,12312610027666;50;4
Sapotaceae;Pouteria;Pouteria_jariensis;0,6857900000;2,30717037759158;26;4
Sapotaceae;Pouteria;Pouteria_laevigata;0,6776100000;2,90801754631863;52;4
Sapotaceae;Pouteria;Pouteria_macrocarpa;0,7093200000;1,77354850803706;52;4
Sapotaceae;Pouteria;Pouteria_macrophylla;0,6135950000;2,50733611018986;52;3
Sapotaceae;Pouteria;Pouteria_maxima;0,5140900000;1,54737759441541;53;4
Sapotaceae;Pouteria;Pouteria_melanopoda;0,7060000000;1,98566812503220;53;5
Sapotaceae;Pouteria;Pouteria_petiolata;0,7315300000;2,49964070114470;50;5
Sapotaceae;Pouteria;Pouteria_putamen-ovi;0,7400000000;1,60212971912738;52;4
Sapotaceae;Pouteria;Pouteria_reticulata;0,6675000000;2,07061739080998;37;4
Sapotaceae;Pouteria;Pouteria_retinervis;0,7944000000;2,68242593408301;52;4
Sapotaceae;Pouteria;Pouteria_rodriguesiana;0,7200000000;2,56464705999853;50;4
Sapotaceae;Pouteria;Pouteria_singularis;0,7040000000;2,51484789841750;20;3
Sapotaceae;Pouteria;Pouteria_sp.1;0,6203400000;2,44627131378808;50;5
Sapotaceae;Pouteria;Pouteria_sp.B11;0,6400000000;2,56903126450524;53;4
Sapotaceae;Pouteria;Pouteria_sp.B12;0,7127000000;2,90049594626622;50;4
Sapotaceae;Pouteria;Pouteria_sp.B15;0,6798000000;2,73041872182975;52;4
Sapotaceae;Pouteria;Pouteria_sp.B19;0,7084000000;2,34845554706014;52;4
Sapotaceae;Pouteria;Pouteria_sp.B20;0,7800000000;2,46775357056175;50;4
Sapotaceae;Pouteria;Pouteria_sp.B25;0,6158000000;2,72408004997932;52;4
Sapotaceae;Pouteria;Pouteria_sp.B27;0,6563850000;2,00277671070049;50;4
Sapotaceae;Pouteria;Pouteria_sp.B8;0,7329105000;1,90447723007630;50;4
Sapotaceae;Pouteria;Pouteria_torta;0,7673350000;2,17049376928537;35;4
Sapotaceae;Pouteria;Pouteria_venosa;0,4578000000;3,32334308454881;40;5
Sapotaceae;Pradosia;Pradosia_cochlearia;0,6891000000;1,85079891484003;49;4
Sapotaceae;Pradosia;Pradosia_ptychandra;0,6354000000;2,31428113275724;37;4
Sapotaceae;Pradosia;Pradosia_sp.B1;0,6239000000;2,43293929003874;12;4
Simaroubaceae;Simaba;Simaba_cedron;0,4576000000;2,46359237264377;10;5
Simaroubaceae;Simaba;Simaba_morettii;0,3805000000;2,02117263355586;40;5
Simaroubaceae;Simaba;Simaba_polyphylla;0,5398976210;2,76689070112514;50;5
Simaroubaceae;Simarouba;Simarouba_amara;0,3283000000;1,91684317144481;41;3
Styracaceae;Styrax;Styrax_pallidus;0,3820700000;2,59625705317866;10;2
Styracaceae;Styrax;Styrax_sp.B1;0,5186000000;2,53584033973655;53;3
Symplocaceae;Symplocos;Symplocos_martinicensis;0,4816000000;2,96875287560004;10;2
Theaceae;Ternstroemia;Ternstroemia_dentata;0,4432400000;2,46388318427142;10;2
Urticaceae;Cecropia;Cecropia_obtusa;0,4800000000;2,11865987222899;24;1
Urticaceae;Pourouma;Pourouma_bicolor;0,3524000000;2,17977540614011;15;3
Urticaceae;Pourouma;Pourouma_melinonii;0,4200000000;2,30798645646353;28;3
Urticaceae;Pourouma;Pourouma_minor;0,6056500000;2,61431070663748;53;3
Urticaceae;Pourouma;Pourouma_sp.B1;0,7899000000;1,78631842241195;50;3
Urticaceae;Pourouma;Pourouma_tomentosa;0,3100000000;2,30150537361616;52;3
Urticaceae;Pourouma;Pourouma_villosa;0,4265350000;2,10094867840376;25;3
Verbenaceae;Vitex;Vitex_triflora;0,5650600000;3,20987037974472;53;2
Violaceae;Amphirrhox;Amphirrhox_longifolia;0,5805000000;2,95910785998844;25;2
Violaceae;Leonia;Leonia_glycycarpa;0,5357350000;2,45942852236126;23;4
Violaceae;Rinorea;Rinorea_sp.B1;0,6300000000;2,97322569714419;52;4
Violaceae;Rinorea;Rinorea_sp.B2;0,7351000000;3,00518116275192;53;4
Vochysiaceae;Erisma;Erisma_floribundum;0,4754000000;2,51239087910213;52;2
Vochysiaceae;Erisma;Erisma_uncinatum;0,4134200000;2,05072774706041;12;2
Vochysiaceae;Qualea;Qualea_rosea;0,6037000000;2,30258509299405;46;3
Vochysiaceae;Qualea;Qualea_sp.B1;0,6011500000;2,28383394170067;52;3
Vochysiaceae;Ruizterania;Ruizterania_albiflora;0,6311620440;2,43922989966442;53;2
Vochysiaceae;Vochysia;Vochysia_guianensis;0,4900000000;2,26949383836772;42;3
Vochysiaceae;Vochysia;Vochysia_tomentosa;0,3418650000;2,48438897385119;32;2
Vochysiaceae;VochysiaceaeIND;VochysiaceaeIND_sp.B1;0,6051000000;3,62732156111450;10;2
Euphorbiaceae;Sandwithia;Sandwithia_guyanensis;0,3283000000;1,43866753491999;52;1
Sapindaceae;Indet.Sapindaceae;Indet.Sapindaceae_Indet.;0,4900000000;1,73172749019237;53;1
Arecaceae;Oenocarpus;Oenocarpus_bataua;0,3172000000;1,43866753491999;52;1
Chrysobalanaceae;Hymenopus;Hymenopus_heteromorphus;0,3283000000;1,73172749019237;53;1
Chrysobalanaceae;Leptobalanus;Leptobalanus_sprucei;0,4900000000;1,49254024800699;53;1
Meliaceae;Carapa;Carapa_surinamensis;0,2800000000;1,49254024800699;52;5
Celastraceae;Maytenus;Maytenus_sp.1-CAY;0,3283000000;1,92324628947810;10;1
Clusiaceae;Tovomita;Tovomita_caloneura;0,4900000000;1,68866484847844;10;1
Myrtaceae;Eugenia;Eugenia_sp.FG14-Holst;0,4900000000;1,49254024800699;10;3
Clusiaceae;Tovomita;Tovomita_sp.5-CAY;0,4900000000;1,73172749019237;52;5
Malvaceae;Theobroma;Theobroma_guianense;0,2800000000;1,43866753491999;10;1
Burseraceae;Protium;Protium_surinamense;0,3916000000;1,92324628947810;10;4
Chrysobalanaceae;Licania;Licania_parvifructa;0,3916000000;1,68866484847844;12;5
Clusiaceae;Tovomita;Tovomita_obovata;0,3283000000;1,43866753491999;10;1
Apocynaceae;Tabernaemontana;Tabernaemontana_attenuata;0,2800000000;1,73172749019237;53;1
Peraceae;Chaetocarpus;Chaetocarpus_sp.1-CAY;0,3283000000;1,92324628947810;50;2
Simaroubaceae;Homalolepis;Homalolepis_cedron;0,3916000000;1,92324628947810;50;1
Violaceae;Rinorea;Rinorea_pectinosquamata;0,3916000000;1,49254024800699;50;1
Elaeocarpaceae;Sloanea;Sloanea_brachytepala;0,4900000000;1,49254024800699;50;1
Fabaceae;Andira;Andira_coriacea;0,3283000000;1,49254024800699;50;5
Lauraceae;Indet.Lauraceae;Indet.Lauraceae_Indet.;0,3283000000;1,49254024800699;50;1
Elaeocarpaceae;Sloanea;Sloanea_sp.22-CAY;0,2800000000;1,73172749019237;50;1
Fabaceae;Swartzia;Swartzia_guianensis;0,3916000000;1,43866753491999;50;1
Clusiaceae;Tovomita;Tovomita_Indet.;0,3916000000;1,68866484847844;10;1
Malvaceae;Eriotheca;Eriotheca_globosa;0,3172000000;1,49254024800699;10;1
Sapotaceae;Pouteria;Pouteria_sp.42-CAY;0,4900000000;1,73172749019237;50;4
Elaeocarpaceae;Sloanea;Sloanea_laxiflora;0,3172000000;1,68866484847844;53;1
Elaeocarpaceae;Sloanea;Sloanea_sp.4-CAY;0,3172000000;1,73172749019237;50;1
Clusiaceae;Tovomita;Tovomita_sp.22-CAY;0,3916000000;1,92324628947810;10;5
Sapotaceae;Chrysophyllum;Chrysophyllum_pomiferum;0,2800000000;1,43866753491999;10;1
Clusiaceae;Tovomita;Tovomita_umbellata;0,4900000000;1,92324628947810;50;5
Apocynaceae;Aspidosperma;Aspidosperma_excelsum;0,3283000000;1,68866484847844;52;3
Sapotaceae;Elaeoluma;Elaeoluma_Indet.;0,2800000000;1,49254024800699;12;1
Clusiaceae;Tovomita;Tovomita_brevistaminea;0,3916000000;1,68866484847844;10;5
Fabaceae;Enterolobium;Enterolobium_oldemanii;0,3172000000;1,49254024800699;53;1
Clusiaceae;Tovomita;Tovomita_gazelii;0,3916000000;1,73172749019237;52;5
Rubiaceae;Faramea;Faramea_sessiliflora;0,4900000000;1,92324628947810;50;1
Violaceae;Rinorea;Rinorea_flavescens;0,4900000000;1,73172749019237;52;1
Burseraceae;Protium;Protium_stevensonii;0,3172000000;1,49254024800699;52;1
Chrysobalanaceae;Parinari;Parinari_parvifolia;0,3172000000;1,43866753491999;53;5
Lecythidaceae;Eschweilera;Eschweilera_collina;0,4900000000;1,68866484847844;10;4
Chrysobalanaceae;Gaulettia;Gaulettia_parillo;0,2800000000;1,73172749019237;10;1
Phyllanthaceae;Amanoa;Amanoa_congesta;0,3283000000;1,73172749019237;50;1
Clusiaceae;Garcinia;Garcinia_madruno;0,4900000000;1,68866484847844;10;5
Melastomataceae;Henriettea;Henriettea_flavescens;0,4900000000;1,49254024800699;50;1
Fabaceae;Inga;Inga_Indet.;0,4900000000;1,73172749019237;10;3
Clusiaceae;Tovomita;Tovomita_sp.2-CAY;0,4900000000;1,92324628947810;52;5
Clusiaceae;Tovomita;Tovomita_sp.11-CAY;0,4900000000;1,92324628947810;53;5
Chrysobalanaceae;Parinariopsis;Parinariopsis_licaniiflora;0,2800000000;1,49254024800699;50;1
Fabaceae;Inga;Inga_melinonii;0,3916000000;1,49254024800699;50;1
Annonaceae;Guatteria;Guatteria_schomburgkiana;0,3916000000;1,43866753491999;52;1
Lauraceae;Aniba;Aniba_taubertiana;0,2800000000;1,73172749019237;50;1
Phyllanthaceae;Amanoa;Amanoa_guianensis;0,3916000000;1,43866753491999;10;1
Combretaceae;Terminalia;Terminalia_grandis;0,3283000000;1,92324628947810;50;1
Annonaceae;Anaxagorea;Anaxagorea_dolichocarpa;0,3172000000;1,43866753491999;10;1
Meliaceae;Guarea;Guarea_pubescens;0,3916000000;1,92324628947810;50;1
Lauraceae;Aniba;Aniba_citrifolia;0,4900000000;1,49254024800699;50;1
Rubiaceae;Coussarea;Coussarea_machadoana;0,4900000000;1,43866753491999;10;1
Apocynaceae;Rauvolfia;Rauvolfia_paraensis;0,3916000000;1,43866753491999;50;1
Fabaceae;Limadendron;Limadendron_hostmannii;0,3283000000;1,43866753491999;50;1
Melastomataceae;Votomita;Votomita_guianensis;0,4900000000;1,49254024800699;50;1
Malpighiaceae;Byrsonima;Byrsonima_aerugo;0,3283000000;1,68866484847844;52;1
Clusiaceae;Tovomita;Tovomita_fanshawei;0,3283000000;1,73172749019237;12;5
Fabaceae;Inga;Inga_cylindrica;0,3283000000;1,92324628947810;12;3
Myrtaceae;Eugenia;Eugenia_exaltata;0,2800000000;1,73172749019237;10;1
Sapotaceae;Pouteria;Pouteria_caimito;0,2800000000;1,92324628947810;12;5
Elaeocarpaceae;Sloanea;Sloanea_Indet.;0,4900000000;1,49254024800699;50;1
Lecythidaceae;Eschweilera;Eschweilera_Indet.;0,2800000000;1,49254024800699;10;1
Calophyllaceae;Caraipa;Caraipa_punctulata;0,4900000000;1,68866484847844;50;1
Hypericaceae;Vismia;Vismia_sessilifolia;0,3283000000;1,49254024800699;50;1
Fabaceae;Ormosia;Ormosia_coutinhoi;0,2800000000;1,49254024800699;53;1
Elaeocarpaceae;Sloanea;Sloanea_synandra;0,2800000000;1,43866753491999;53;1
Chrysobalanaceae;Couepia;Couepia_obovata;0,2800000000;1,49254024800699;10;5
Melastomataceae;Miconia;Miconia_minutiflora;0,3172000000;1,73172749019237;53;1
